index,name,desc,size,type,subtype,alignment,armor_class,hit_points,hit_dice,hit_points_roll,speed,strength,dexterity,constitution,intelligence,wisdom,charisma,proficiencies,damage_vulnerabilities,damage_resistances,damage_immunities,condition_immunities,senses,languages,challenge_rating,proficiency_bonus,xp,special_abilities,actions
swarm-of-poisonous-snakes,Swarm of Poisonous Snakes,,Medium,swarm of Tiny beasts,,unaligned,14,36,8d8,8d8,30 ft.,8,18,11,1,10,3,"","","bludgeoning, piercing, slashing","","{""index"" => ""charmed"", ""name"" => ""Charmed"", ""url"" => ""/api/2014/conditions/charmed""}, {""index"" => ""frightened"", ""name"" => ""Frightened"", ""url"" => ""/api/2014/conditions/frightened""}, {""index"" => ""grappled"", ""name"" => ""Grappled"", ""url"" => ""/api/2014/conditions/grappled""}, {""index"" => ""paralyzed"", ""name"" => ""Paralyzed"", ""url"" => ""/api/2014/conditions/paralyzed""}, {""index"" => ""petrified"", ""name"" => ""Petrified"", ""url"" => ""/api/2014/conditions/petrified""}, {""index"" => ""prone"", ""name"" => ""Prone"", ""url"" => ""/api/2014/conditions/prone""}, {""index"" => ""restrained"", ""name"" => ""Restrained"", ""url"" => ""/api/2014/conditions/restrained""}, {""index"" => ""stunned"", ""name"" => ""Stunned"", ""url"" => ""/api/2014/conditions/stunned""}","{""blindsight"" => ""10 ft."", ""passive_perception"" => 10}","",2,2,450,"The swarm can occupy another creature's space and vice versa, and the swarm can move through any opening large enough for a Tiny snake. The swarm can't regain hit points or gain temporary hit points.",Bites
swarm-of-quippers,Swarm of Quippers,,Medium,swarm of Tiny beasts,,unaligned,13,28,8d8,8d8-8,0 ft.,13,16,9,1,7,2,"","","bludgeoning, piercing, slashing","","{""index"" => ""charmed"", ""name"" => ""Charmed"", ""url"" => ""/api/2014/conditions/charmed""}, {""index"" => ""frightened"", ""name"" => ""Frightened"", ""url"" => ""/api/2014/conditions/frightened""}, {""index"" => ""grappled"", ""name"" => ""Grappled"", ""url"" => ""/api/2014/conditions/grappled""}, {""index"" => ""paralyzed"", ""name"" => ""Paralyzed"", ""url"" => ""/api/2014/conditions/paralyzed""}, {""index"" => ""petrified"", ""name"" => ""Petrified"", ""url"" => ""/api/2014/conditions/petrified""}, {""index"" => ""prone"", ""name"" => ""Prone"", ""url"" => ""/api/2014/conditions/prone""}, {""index"" => ""restrained"", ""name"" => ""Restrained"", ""url"" => ""/api/2014/conditions/restrained""}, {""index"" => ""stunned"", ""name"" => ""Stunned"", ""url"" => ""/api/2014/conditions/stunned""}","{""darkvision"" => ""60 ft."", ""passive_perception"" => 8}","",1,2,200,"The swarm has advantage on melee attack rolls against any creature that doesn't have all its hit points., The swarm can occupy another creature's space and vice versa, and the swarm can move through any opening large enough for a Tiny quipper. The swarm can't regain hit points or gain temporary hit points., The swarm can breathe only underwater.",Bites
swarm-of-rats,Swarm of Rats,,Medium,swarm of Tiny beasts,,unaligned,10,24,7d8,7d8-7,30 ft.,9,11,9,2,10,3,"","","bludgeoning, piercing, slashing","","{""index"" => ""charmed"", ""name"" => ""Charmed"", ""url"" => ""/api/2014/conditions/charmed""}, {""index"" => ""frightened"", ""name"" => ""Frightened"", ""url"" => ""/api/2014/conditions/frightened""}, {""index"" => ""grappled"", ""name"" => ""Grappled"", ""url"" => ""/api/2014/conditions/grappled""}, {""index"" => ""paralyzed"", ""name"" => ""Paralyzed"", ""url"" => ""/api/2014/conditions/paralyzed""}, {""index"" => ""petrified"", ""name"" => ""Petrified"", ""url"" => ""/api/2014/conditions/petrified""}, {""index"" => ""prone"", ""name"" => ""Prone"", ""url"" => ""/api/2014/conditions/prone""}, {""index"" => ""restrained"", ""name"" => ""Restrained"", ""url"" => ""/api/2014/conditions/restrained""}, {""index"" => ""stunned"", ""name"" => ""Stunned"", ""url"" => ""/api/2014/conditions/stunned""}","{""darkvision"" => ""30 ft."", ""passive_perception"" => 10}","",0.25,2,50,"The swarm has advantage on Wisdom (Perception) checks that rely on smell., The swarm can occupy another creature's space and vice versa, and the swarm can move through any opening large enough for a Tiny rat. The swarm can't regain hit points or gain temporary hit points.",Bites
swarm-of-ravens,Swarm of Ravens,,Medium,swarm of Tiny beasts,,unaligned,12,24,7d8,7d8-7,10 ft.,6,14,8,3,12,6,"","","bludgeoning, piercing, slashing","","{""index"" => ""charmed"", ""name"" => ""Charmed"", ""url"" => ""/api/2014/conditions/charmed""}, {""index"" => ""frightened"", ""name"" => ""Frightened"", ""url"" => ""/api/2014/conditions/frightened""}, {""index"" => ""grappled"", ""name"" => ""Grappled"", ""url"" => ""/api/2014/conditions/grappled""}, {""index"" => ""paralyzed"", ""name"" => ""Paralyzed"", ""url"" => ""/api/2014/conditions/paralyzed""}, {""index"" => ""petrified"", ""name"" => ""Petrified"", ""url"" => ""/api/2014/conditions/petrified""}, {""index"" => ""prone"", ""name"" => ""Prone"", ""url"" => ""/api/2014/conditions/prone""}, {""index"" => ""restrained"", ""name"" => ""Restrained"", ""url"" => ""/api/2014/conditions/restrained""}, {""index"" => ""stunned"", ""name"" => ""Stunned"", ""url"" => ""/api/2014/conditions/stunned""}","{""passive_perception"" => 15}","",0.25,2,50,"The swarm can occupy another creature's space and vice versa, and the swarm can move through any opening large enough for a Tiny raven. The swarm can't regain hit points or gain temporary hit points.",Beaks
swarm-of-spiders,Swarm of Spiders,,Medium,swarm of Tiny beasts,,unaligned,12,22,5d8,5d8,20 ft.,3,13,10,1,7,1,"","","bludgeoning, piercing, slashing","","{""index"" => ""charmed"", ""name"" => ""Charmed"", ""url"" => ""/api/2014/conditions/charmed""}, {""index"" => ""frightened"", ""name"" => ""Frightened"", ""url"" => ""/api/2014/conditions/frightened""}, {""index"" => ""paralyzed"", ""name"" => ""Paralyzed"", ""url"" => ""/api/2014/conditions/paralyzed""}, {""index"" => ""petrified"", ""name"" => ""Petrified"", ""url"" => ""/api/2014/conditions/petrified""}, {""index"" => ""prone"", ""name"" => ""Prone"", ""url"" => ""/api/2014/conditions/prone""}, {""index"" => ""restrained"", ""name"" => ""Restrained"", ""url"" => ""/api/2014/conditions/restrained""}, {""index"" => ""stunned"", ""name"" => ""Stunned"", ""url"" => ""/api/2014/conditions/stunned""}","{""blindsight"" => ""10 ft."", ""passive_perception"" => 8}","",0.5,2,100,"The swarm can occupy another creature's space and vice versa, and the swarm can move through any opening large enough for a Tiny insect. The swarm can't regain hit points or gain temporary hit points., The swarm can climb difficult surfaces, including upside down on ceilings, without needing to make an ability check., While in contact with a web, the swarm knows the exact location of any other creature in contact with the same web., The swarm ignores movement restrictions caused by webbing.",Bites
swarm-of-wasps,Swarm of Wasps,,Medium,swarm of Tiny beasts,,unaligned,12,22,5d8,5d8,5 ft.,3,13,10,1,7,1,"","","bludgeoning, piercing, slashing","","{""index"" => ""charmed"", ""name"" => ""Charmed"", ""url"" => ""/api/2014/conditions/charmed""}, {""index"" => ""frightened"", ""name"" => ""Frightened"", ""url"" => ""/api/2014/conditions/frightened""}, {""index"" => ""grappled"", ""name"" => ""Grappled"", ""url"" => ""/api/2014/conditions/grappled""}, {""index"" => ""paralyzed"", ""name"" => ""Paralyzed"", ""url"" => ""/api/2014/conditions/paralyzed""}, {""index"" => ""petrified"", ""name"" => ""Petrified"", ""url"" => ""/api/2014/conditions/petrified""}, {""index"" => ""prone"", ""name"" => ""Prone"", ""url"" => ""/api/2014/conditions/prone""}, {""index"" => ""restrained"", ""name"" => ""Restrained"", ""url"" => ""/api/2014/conditions/restrained""}, {""index"" => ""stunned"", ""name"" => ""Stunned"", ""url"" => ""/api/2014/conditions/stunned""}","{""blindsight"" => ""10 ft."", ""passive_perception"" => 8}","",0.5,2,100,"The swarm can occupy another creature's space and vice versa, and the swarm can move through any opening large enough for a Tiny insect. The swarm can't regain hit points or gain temporary hit points.",Bites
tarrasque,Tarrasque,,Gargantuan,monstrosity,titan,unaligned,25,676,33d20,33d20+330,40 ft.,30,11,30,3,11,11,"Saving Throw: INT, Saving Throw: WIS, Saving Throw: CHA","","","fire, poison, bludgeoning, piercing, and slashing from nonmagical weapons","{""index"" => ""charmed"", ""name"" => ""Charmed"", ""url"" => ""/api/2014/conditions/charmed""}, {""index"" => ""frightened"", ""name"" => ""Frightened"", ""url"" => ""/api/2014/conditions/frightened""}, {""index"" => ""paralyzed"", ""name"" => ""Paralyzed"", ""url"" => ""/api/2014/conditions/paralyzed""}, {""index"" => ""poisoned"", ""name"" => ""Poisoned"", ""url"" => ""/api/2014/conditions/poisoned""}","{""blindsight"" => ""120 ft."", ""passive_perception"" => 10}","",30,9,155000,"If the tarrasque fails a saving throw, it can choose to succeed instead., The tarrasque has advantage on saving throws against spells and other magical effects., Any time the tarrasque is targeted by a magic missile spell, a line spell, or a spell that requires a ranged attack roll, roll a d6. On a 1 to 5, the tarrasque is unaffected. On a 6, the tarrasque is unaffected, and the effect is reflected back at the caster as though it originated from the tarrasque, turning the caster into the target., The tarrasque deals double damage to objects and structures.","Multiattack, Bite, Claw, Horns, Tail, Frightful Presence, Swallow"
thug,Thug,Thugs are ruthless enforcers skilled at intimidation and violence. They work for money and have few scruples.,Medium,humanoid,any race,any non-good alignment,11,32,5d8,5d8+10,30 ft.,15,11,14,10,10,11,Skill: Intimidation,"","","","","{""passive_perception"" => 10}",any one language (usually Common),0.5,2,100,The thug has advantage on an attack roll against a creature if at least one of the thug's allies is within 5 ft. of the creature and the ally isn't incapacitated.,"Multiattack, Mace, Heavy Crossbow"
tiger,Tiger,,Large,beast,,unaligned,12,37,5d10,5d10+10,40 ft.,17,15,14,3,12,8,"Skill: Perception, Skill: Stealth","","","","","{""darkvision"" => ""60 ft."", ""passive_perception"" => 13}","",1,2,200,"The tiger has advantage on Wisdom (Perception) checks that rely on smell., If the tiger moves at least 20 ft. straight toward a creature and then hits it with a claw attack on the same turn, that target must succeed on a DC 13 Strength saving throw or be knocked prone. If the target is prone, the tiger can make one bite attack against it as a bonus action.","Bite, Claw"
treant,Treant,,Huge,plant,,chaotic good,16,138,12d12,12d12+60,30 ft.,23,8,21,12,16,12,"",fire,"bludgeoning, piercing","","","{""passive_perception"" => 13}","Common, Druidic, Elvish, Sylvan",9,4,5000,"While the treant remains motionless, it is indistinguishable from a normal tree., The treant deals double damage to objects and structures.","Multiattack, Slam, Rock, Animate Trees"
tribal-warrior,Tribal Warrior,"Tribal warriors live beyond civilization, most often subsisting on fishing and hunting. Each tribe acts in accordance with the wishes of its chief, who is the greatest or oldest warrior of the tribe or a tribe member blessed by the gods.",Medium,humanoid,any race,any alignment,12,11,2d8,2d8+2,30 ft.,13,11,12,8,11,8,"","","","","","{""passive_perception"" => 10}",any one language,0.125,2,25,The warrior has advantage on an attack roll against a creature if at least one of the warrior's allies is within 5 ft. of the creature and the ally isn't incapacitated.,Spear
triceratops,Triceratops,,Huge,beast,,unaligned,13,95,10d12,10d12+30,50 ft.,22,9,17,2,11,5,"","","","","","{""passive_perception"" => 10}","",5,3,1800,"If the triceratops moves at least 20 ft. straight toward a creature and then hits it with a gore attack on the same turn, that target must succeed on a DC 13 Strength saving throw or be knocked prone. If the target is prone, the triceratops can make one stomp attack against it as a bonus action.","Gore, Stomp"
troll,Troll,,Large,giant,,chaotic evil,15,84,8d10,8d10+40,30 ft.,18,13,20,7,9,7,Skill: Perception,"","","","","{""darkvision"" => ""60 ft."", ""passive_perception"" => 12}",Giant,5,3,1800,"The troll has advantage on Wisdom (Perception) checks that rely on smell., The troll regains 10 hit points at the start of its turn. If the troll takes acid or fire damage, this trait doesn't function at the start of the troll's next turn. The troll dies only if it starts its turn with 0 hit points and doesn't regenerate.","Multiattack, Bite, Claw"
tyrannosaurus-rex,Tyrannosaurus Rex,,Huge,beast,,unaligned,13,136,13d12,13d12+52,50 ft.,25,10,19,2,12,9,Skill: Perception,"","","","","{""passive_perception"" => 14}","",8,3,3900,"Multiattack, Bite, Tail"
unicorn,Unicorn,,Large,celestial,,lawful good,12,67,9d10,9d10+18,50 ft.,18,14,15,11,17,16,"","","",poison,"{""index"" => ""charmed"", ""name"" => ""Charmed"", ""url"" => ""/api/2014/conditions/charmed""}, {""index"" => ""paralyzed"", ""name"" => ""Paralyzed"", ""url"" => ""/api/2014/conditions/paralyzed""}, {""index"" => ""poisoned"", ""name"" => ""Poisoned"", ""url"" => ""/api/2014/conditions/poisoned""}","{""darkvision"" => ""60 ft."", ""passive_perception"" => 13}","Celestial, Elvish, Sylvan, telepathy 60 ft.",5,3,1800,"If the unicorn moves at least 20 ft. straight toward a target and then hits it with a horn attack on the same turn, the target takes an extra 9 (2d8) piercing damage. If the target is a creature, it must succeed on a DC 15 Strength saving throw or be knocked prone., The unicorn's innate spellcasting ability is Charisma (spell save DC 14). The unicorn can innately cast the following spells, requiring no components:

At will: detect evil and good, druidcraft, pass without trace
1/day each: calm emotions, dispel evil and good, entangle, The unicorn has advantage on saving throws against spells and other magical effects., The unicorn's weapon attacks are magical.","Multiattack, Hooves, Horn, Healing Touch, Teleport"
vampire-vampire,"Vampire, Vampire Form",,Medium,undead,shapechanger,lawful evil,16,144,17d8,17d8+68,30 ft.,18,18,18,17,15,18,"Saving Throw: DEX, Saving Throw: WIS, Saving Throw: CHA, Skill: Perception, Skill: Stealth","","necrotic, bludgeoning, piercing, and slashing from nonmagical weapons","","","{""darkvision"" => ""120 ft."", ""passive_perception"" => 17}",the languages it knew in life,13,5,10000,"If the vampire isn't in sun light or running water, it can use its action to polymorph into a Tiny bat or a Medium cloud of mist, or back into its true form.
While in bat form, the vampire can't speak, its walking speed is 5 feet, and it has a flying speed of 30 feet. Its statistics, other than its size and speed, are unchanged. Anything it is wearing transforms with it, but nothing it is carrying does. It reverts to its true form if it dies.
While in mist form, the vampire can't take any actions, speak, or manipulate objects. It is weightless, has a flying speed of 20 feet, can hover, and can enter a hostile creature's space and stop there. In addition, if air can pass through a space, the mist can do so without squeezing, and it can't pass through water. It has advantage on Strength, Dexterity, and Constitution saving throws, and it is immune to all nonmagical damage, except the damage it takes from sunlight., If the vampire fails a saving throw, it can choose to succeed instead., When it drops to 0 hit points outside its resting place, the vampire transforms into a cloud of mist (as in the Shapechanger trait) instead of falling unconscious, provided that it isn't in sunlight or running water. If it can't transform, it is destroyed.
While it has 0 hit points in mist form, it can't revert to its vampire form, and it must reach its resting place within 2 hours or be destroyed. Once in its resting place, it reverts to its vampire form. It is then paralyzed until it regains at least 1 hit point. After spending 1 hour in its resting place with 0 hit points, it regains 1 hit point., The vampire regains 20 hit points at the start of its turn if it has at least 1 hit point and isn't in sunlight or running water. If the vampire takes radiant damage or damage from holy water, this trait doesn't function at the start of the vampire's next turn., The vampire can climb difficult surfaces, including upside down on ceilings, without needing to make an ability check., The vampire has the following flaws:
Forbiddance. The vampire can't enter a residence without an invitation from one of the occupants.
Harmed by Running Water. The vampire takes 20 acid damage if it ends its turn in running water.
Stake to the Heart. If a piercing weapon made of wood is driven into the vampire's heart while the vampire is incapacitated in its resting place, the vampire is paralyzed until the stake is removed.
Sunlight Hypersensitivity. The vampire takes 20 radiant damage when it starts its turn in sunlight. While in sunlight, it has disadvantage on attack rolls and ability checks.","Multiattack, Unarmed Strike, Bite, Charm, Children of the Night"
vampire-bat,"Vampire, Bat Form",,Medium,undead,shapechanger,lawful evil,16,144,17d8,17d8+68,5 ft.,18,18,18,17,15,18,"Saving Throw: DEX, Saving Throw: WIS, Saving Throw: CHA, Skill: Perception, Skill: Stealth","","necrotic, bludgeoning, piercing, and slashing from nonmagical weapons","","","{""darkvision"" => ""120 ft."", ""passive_perception"" => 17}",the languages it knew in life,13,5,10000,"If the vampire isn't in sun light or running water, it can use its action to polymorph into a Tiny bat or a Medium cloud of mist, or back into its true form.
While in bat form, the vampire can't speak, its walking speed is 5 feet, and it has a flying speed of 30 feet. Its statistics, other than its size and speed, are unchanged. Anything it is wearing transforms with it, but nothing it is carrying does. It reverts to its true form if it dies.
While in mist form, the vampire can't take any actions, speak, or manipulate objects. It is weightless, has a flying speed of 20 feet, can hover, and can enter a hostile creature's space and stop there. In addition, if air can pass through a space, the mist can do so without squeezing, and it can't pass through water. It has advantage on Strength, Dexterity, and Constitution saving throws, and it is immune to all nonmagical damage, except the damage it takes from sunlight., If the vampire fails a saving throw, it can choose to succeed instead., When it drops to 0 hit points outside its resting place, the vampire transforms into a cloud of mist (as in the Shapechanger trait) instead of falling unconscious, provided that it isn't in sunlight or running water. If it can't transform, it is destroyed.
While it has 0 hit points in mist form, it can't revert to its vampire form, and it must reach its resting place within 2 hours or be destroyed. Once in its resting place, it reverts to its vampire form. It is then paralyzed until it regains at least 1 hit point. After spending 1 hour in its resting place with 0 hit points, it regains 1 hit point., The vampire regains 20 hit points at the start of its turn if it has at least 1 hit point and isn't in sunlight or running water. If the vampire takes radiant damage or damage from holy water, this trait doesn't function at the start of the vampire's next turn., The vampire can climb difficult surfaces, including upside down on ceilings, without needing to make an ability check., The vampire has the following flaws:
Forbiddance. The vampire can't enter a residence without an invitation from one of the occupants.
Harmed by Running Water. The vampire takes 20 acid damage if it ends its turn in running water.
Stake to the Heart. If a piercing weapon made of wood is driven into the vampire's heart while the vampire is incapacitated in its resting place, the vampire is paralyzed until the stake is removed.
Sunlight Hypersensitivity. The vampire takes 20 radiant damage when it starts its turn in sunlight. While in sunlight, it has disadvantage on attack rolls and ability checks.","Bite, Charm, Children of the Night"
vampire-mist,"Vampire, Mist Form",,Medium,undead,shapechanger,lawful evil,16,144,17d8,17d8+68,,18,18,18,17,15,18,"Saving Throw: DEX, Saving Throw: WIS, Saving Throw: CHA, Skill: Perception, Skill: Stealth","","necrotic, bludgeoning, piercing, and slashing from nonmagical weapons","","","{""darkvision"" => ""120 ft."", ""passive_perception"" => 17}",the languages it knew in life,13,5,10000,"If the vampire isn't in sun light or running water, it can use its action to polymorph into a Tiny bat or a Medium cloud of mist, or back into its true form.
While in bat form, the vampire can't speak, its walking speed is 5 feet, and it has a flying speed of 30 feet. Its statistics, other than its size and speed, are unchanged. Anything it is wearing transforms with it, but nothing it is carrying does. It reverts to its true form if it dies.
While in mist form, the vampire can't take any actions, speak, or manipulate objects. It is weightless, has a flying speed of 20 feet, can hover, and can enter a hostile creature's space and stop there. In addition, if air can pass through a space, the mist can do so without squeezing, and it can't pass through water. It has advantage on Strength, Dexterity, and Constitution saving throws, and it is immune to all nonmagical damage, except the damage it takes from sunlight., If the vampire fails a saving throw, it can choose to succeed instead., When it drops to 0 hit points outside its resting place, the vampire transforms into a cloud of mist (as in the Shapechanger trait) instead of falling unconscious, provided that it isn't in sunlight or running water. If it can't transform, it is destroyed.
While it has 0 hit points in mist form, it can't revert to its vampire form, and it must reach its resting place within 2 hours or be destroyed. Once in its resting place, it reverts to its vampire form. It is then paralyzed until it regains at least 1 hit point. After spending 1 hour in its resting place with 0 hit points, it regains 1 hit point., The vampire regains 20 hit points at the start of its turn if it has at least 1 hit point and isn't in sunlight or running water. If the vampire takes radiant damage or damage from holy water, this trait doesn't function at the start of the vampire's next turn., The vampire can climb difficult surfaces, including upside down on ceilings, without needing to make an ability check., The vampire has the following flaws:
Forbiddance. The vampire can't enter a residence without an invitation from one of the occupants.
Harmed by Running Water. The vampire takes 20 acid damage if it ends its turn in running water.
Stake to the Heart. If a piercing weapon made of wood is driven into the vampire's heart while the vampire is incapacitated in its resting place, the vampire is paralyzed until the stake is removed.
Sunlight Hypersensitivity. The vampire takes 20 radiant damage when it starts its turn in sunlight. While in sunlight, it has disadvantage on attack rolls and ability checks.",""
vampire-spawn,Vampire Spawn,,Medium,undead,,neutral evil,15,82,11d8,11d8+33,30 ft.,16,16,16,11,10,12,"Saving Throw: DEX, Saving Throw: WIS, Skill: Perception, Skill: Stealth","","necrotic, bludgeoning, piercing, and slashing from nonmagical weapons","","","{""darkvision"" => ""60 ft."", ""passive_perception"" => 13}",the languages it knew in life,5,3,1800,"The vampire regains 10 hit points at the start of its turn if it has at least 1 hit point and isn't in sunlight or running water. If the vampire takes radiant damage or damage from holy water, this trait doesn't function at the start of the vampire's next turn., The vampire can climb difficult surfaces, including upside down on ceilings, without needing to make an ability check., The vampire has the following flaws:
Forbiddance. The vampire can't enter a residence without an invitation from one of the occupants.
Harmed by Running Water. The vampire takes 20 acid damage when it ends its turn in running water.
Stake to the Heart. The vampire is destroyed if a piercing weapon made of wood is driven into its heart while it is incapacitated in its resting place.
Sunlight Hypersensitivity. The vampire takes 20 radiant damage when it starts its turn in sunlight. While in sunlight, it has disadvantage on attack rolls and ability checks.","Multiattack, Bite, Claws"
veteran,Veteran,Veterans are professional fighters that take up arms for pay or to protect something they believe in or value. Their ranks include soldiers retired from long service and warriors who never served anyone but themselves.,Medium,humanoid,any race,any alignment,17,58,9d8,9d8+18,30 ft.,16,13,14,10,11,10,"Skill: Athletics, Skill: Perception","","","","","{""passive_perception"" => 12}",any one language (usually Common),3,2,700,"Multiattack, Longsword, Shortsword, Heavy Crossbow"
violet-fungus,Violet Fungus,,Medium,plant,,unaligned,5,18,4d8,4d8,5 ft.,3,1,10,1,3,1,"","","","","{""index"" => ""blinded"", ""name"" => ""Blinded"", ""url"" => ""/api/2014/conditions/blinded""}, {""index"" => ""blinded"", ""name"" => ""Blinded"", ""url"" => ""/api/2014/conditions/blinded""}, {""index"" => ""frightened"", ""name"" => ""Frightened"", ""url"" => ""/api/2014/conditions/frightened""}","{""blindsight"" => ""30 ft. (blind beyond this radius)"", ""passive_perception"" => 6}","",0.25,2,50,"While the violet fungus remains motionless, it is indistinguishable from an ordinary fungus.","Multiattack, Rotting Touch"
vrock,Vrock,,Large,fiend,demon,chaotic evil,15,104,11d10,11d10+44,40 ft.,17,15,18,8,13,8,"Saving Throw: DEX, Saving Throw: WIS, Saving Throw: CHA","","cold, fire, lightning, bludgeoning, piercing, and slashing from nonmagical weapons",poison,"{""index"" => ""poisoned"", ""name"" => ""Poisoned"", ""url"" => ""/api/2014/conditions/poisoned""}","{""darkvision"" => ""120 ft."", ""passive_perception"" => 11}","Abyssal, telepathy 120 ft.",6,3,2300,The vrock has advantage on saving throws against spells and other magical effects.,"Multiattack, Beak, Talons, Spores, Stunning Screech"
vulture,Vulture,,Medium,beast,,unaligned,10,5,1d8,1d8+1,10 ft.,7,10,13,2,12,4,Skill: Perception,"","","","","{""passive_perception"" => 13}","",0,2,10,"The vulture has advantage on Wisdom (Perception) checks that rely on sight or smell., The vulture has advantage on an attack roll against a creature if at least one of the vulture's allies is within 5 ft. of the creature and the ally isn't incapacitated.",Beak
warhorse,Warhorse,,Large,beast,,unaligned,11,19,3d10,3d10+3,60 ft.,18,12,13,2,12,7,"","","","","","{""passive_perception"" => 11}","",0.5,2,100,"If the horse moves at least 20 ft. straight toward a creature and then hits it with a hooves attack on the same turn, that target must succeed on a DC 14 Strength saving throw or be knocked prone. If the target is prone, the horse can make another attack with its hooves against it as a bonus action.",Hooves
warhorse-skeleton,Warhorse Skeleton,,Large,undead,,lawful evil,13,22,3d10,3d10+6,60 ft.,18,12,15,2,8,5,"",bludgeoning,"",poison,"{""index"" => ""exhaustion"", ""name"" => ""Exhaustion"", ""url"" => ""/api/2014/conditions/exhaustion""}, {""index"" => ""poisoned"", ""name"" => ""Poisoned"", ""url"" => ""/api/2014/conditions/poisoned""}","{""darkvision"" => ""60 ft."", ""passive_perception"" => 9}","",0.5,2,100,Hooves
water-elemental,Water Elemental,,Large,elemental,,neutral,14,114,12d10,12d10+48,30 ft.,18,14,18,5,10,8,"","","acid, bludgeoning, piercing, and slashing from nonmagical weapons",poison,"{""index"" => ""exhaustion"", ""name"" => ""Exhaustion"", ""url"" => ""/api/2014/conditions/exhaustion""}, {""index"" => ""grappled"", ""name"" => ""Grappled"", ""url"" => ""/api/2014/conditions/grappled""}, {""index"" => ""paralyzed"", ""name"" => ""Paralyzed"", ""url"" => ""/api/2014/conditions/paralyzed""}, {""index"" => ""petrified"", ""name"" => ""Petrified"", ""url"" => ""/api/2014/conditions/petrified""}, {""index"" => ""poisoned"", ""name"" => ""Poisoned"", ""url"" => ""/api/2014/conditions/poisoned""}, {""index"" => ""prone"", ""name"" => ""Prone"", ""url"" => ""/api/2014/conditions/prone""}, {""index"" => ""restrained"", ""name"" => ""Restrained"", ""url"" => ""/api/2014/conditions/restrained""}, {""index"" => ""unconscious"", ""name"" => ""Unconscious"", ""url"" => ""/api/2014/conditions/unconscious""}","{""darkvision"" => ""60 ft."", ""passive_perception"" => 10}",Aquan,5,3,1800,"The elemental can enter a hostile creature's space and stop there. It can move through a space as narrow as 1 inch wide without squeezing., If the elemental takes cold damage, it partially freezes; its speed is reduced by 20 ft. until the end of its next turn.","Multiattack, Slam, Whelm"
weasel,Weasel,,Tiny,beast,,unaligned,13,1,1d4,1d4-1,30 ft.,3,16,8,2,12,3,"Skill: Perception, Skill: Stealth","","","","","{""passive_perception"" => 13}","",0,2,10,The weasel has advantage on Wisdom (Perception) checks that rely on hearing or smell.,Bite
werebear-bear,"Werebear, Bear Form",,Medium,humanoid,human,neutral good,11,135,18d8,18d8+54,40 ft.,19,10,17,11,12,12,Skill: Perception,"","","bludgeoning, piercing, and slashing from nonmagical weapons that aren't silvered","","{""passive_perception"" => 17}","",5,3,1800,"The werebear can use its action to polymorph into a Large bear-humanoid hybrid or into a Large bear, or back into its true form, which is humanoid. Its statistics, other than its size and AC, are the same in each form. Any equipment it is wearing or carrying isn't transformed. It reverts to its true form if it dies., The werebear has advantage on Wisdom (Perception) checks that rely on smell.","Multiattack, Bite, Claw"
werebear-human,"Werebear, Human Form",,Medium,humanoid,human,neutral good,10,135,18d8,18d8+54,30 ft.,19,10,17,11,12,12,Skill: Perception,"","","bludgeoning, piercing, and slashing from nonmagical weapons that aren't silvered","","{""passive_perception"" => 17}",Common,5,3,1800,"The werebear can use its action to polymorph into a Large bear-humanoid hybrid or into a Large bear, or back into its true form, which is humanoid. Its statistics, other than its size and AC, are the same in each form. Any equipment it is wearing or carrying isn't transformed. It reverts to its true form if it dies., The werebear has advantage on Wisdom (Perception) checks that rely on smell.","Multiattack, Greataxe"
werebear-hybrid,"Werebear, Hybrid Form",,Medium,humanoid,human,neutral good,11,135,18d8,18d8+54,40 ft.,19,10,17,11,12,12,Skill: Perception,"","","bludgeoning, piercing, and slashing from nonmagical weapons that aren't silvered","","{""passive_perception"" => 17}",Common,5,3,1800,"The werebear can use its action to polymorph into a Large bear-humanoid hybrid or into a Large bear, or back into its true form, which is humanoid. Its statistics, other than its size and AC, are the same in each form. Any equipment it is wearing or carrying isn't transformed. It reverts to its true form if it dies., The werebear has advantage on Wisdom (Perception) checks that rely on smell.","Multiattack, Bite, Claw, Greataxe"
wereboar-boar,"Wereboar, Boar Form",,Medium,humanoid,human,neutral evil,11,78,12d8,12d8+24,40 ft.,17,10,15,10,11,8,Skill: Perception,"","","bludgeoning, piercing, and slashing from nonmagical weapons that aren't silvered","","{""passive_perception"" => 12}","",4,2,1100,"The wereboar can use its action to polymorph into a boar-humanoid hybrid or into a boar, or back into its true form, which is humanoid. Its statistics, other than its AC, are the same in each form. Any equipment it is wearing or carrying isn't transformed. It reverts to its true form if it dies., If the wereboar moves at least 15 feet straight toward a target and then hits it with its tusks on the same turn, the target takes an extra 7 (2d6) slashing damage. If the target is a creature, it must succeed on a DC 13 Strength saving throw or be knocked prone., If the wereboar takes 14 damage or less that would reduce it to 0 hit points, it is reduced to 1 hit point instead.",Tusks
